Stage Name,Real Name,Group,Instagram,Profile Pic,Kpopping Profile,Bio,ID
ByongKwan,Kim Byeongkwan,A.C.E,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_image_25.png,https://kpopping.com/profiles/artist/515-ByongKwan,"Jason is member of A.C.E. Jason was in the same team with iKon’s Junhoe in Kpop Star (he’s the one in the blue hoodie). After getting eliminated from ‘KPOP Star Season 1,’ he entered YG, but was eliminated from there.",91
Byul,Choi Byul,N.Sonic,https://www.instagram.com/sstarr_llightt/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_byul(1).png,https://kpopping.com/profiles/artist/1856-Byul,Byeol is a vocalist in the group N.Sonic.,92
Byungchan,Choi Byung Chan,VICTON,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_byungchan.png,https://kpopping.com/profiles/artist/1170-Byungchan,Byung Chan is a Korean pop singer. He is the vocalist of VICTON.,93
Byungho,Park Byung Ho,24K,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_byungho(1).png,https://kpopping.com/profiles/artist/407-Byungho,Byungho is a former member of 24K. He wanted to leave the group because he wanted to resume his personal life & be with his family.,94
C.A.P,Bang Minsoo,Teen Top,https://www.instagram.com/bangminsu1992/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_cap.png,https://kpopping.com/profiles/artist/1532-C-A-P,"C.A.P is the leader of Teen Top. He is a rapper in the
group. C.A.P's name comes from his love for hats. He
likes design and has a few tattoos.",95
Cacophony,unknown,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Cacophony_default_silhouette.png,https://kpopping.com/profiles/artist/6377-Cacophony,Cacophony is a South Korean solo indie artist.,96
Canopus Geonil,Park Geonil,Supernova,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Canopus_Geonil_default_silhouette.png,https://kpopping.com/profiles/artist/6979-Canopus-Geonil,Geonil is a member of the South Korean boy group Supernova.,97
Cao Lu,Cao Lu,Fiestar,https://www.instagram.com/better_me_caolu/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/pose_caolu2.png,https://kpopping.com/profiles/artist/892-Cao-Lu,"Cao Lu is a Chinese singer, actress and presenter. She is a member of the South Korean girl group Fiestar, under LOEN Entertainment.",98
Casper,Chu Xiao Xiang,Cross Gene,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_casper.png,https://kpopping.com/profiles/artist/1713-Casper,Casper was a rapper in the group Cross Gene. He was also known as the Wild Chic Gene.,99
Cha Eunwoo,Lee Dong Min,Astro,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/pose_pose(32).png,https://kpopping.com/profiles/artist/473-Cha-Eunwoo,"Cha Eunwoo role is visual of the group. His nickname is “Morning Alarm” – he always wakes up earlier and starts waking up the rest of the members. He seems chic, but he is very loyal. From 2016 – he is attending Sungkyunkwan University, Acting Major (accepted in November 2015). 2014/2015 Shara Shara Make Up Brand Ambassador. In 2014 he appeared in KBS 9AM/PM News – Hallyu Star & Gangnam Style: Trainee Interview with Moonbin, Rocky, and Jinjin.
– In 2015 he acted in Fantagio Web Drama 투비컨티뉴드 ‘To Be Continued’. Between 2014 – 2015 he was the face of the Korean cosmetics company Shara Shara. Jinjin revealed he & Eunwoo are the best English Speaker among ASTRO. He is the 4th trainee that was officially introduced with Photo Test Cut by Fantagio iTeen
– He said he loves wearing tank top in good weather (esp. summer)
– Eunwoo’s favorite soccer team: Real Madrid (Billboard x MMT Astro Interview)
– He likes to eat at night.
– He can play the Piano, Guitar, Flute & Violin. His favorite color is Blue. His favorite soccer team is Real Madrid. His role model is actor & singer Seo Kang Jun (5urprise). Eunwoo was part of the staff of ‘Law of the Jungle in New Caledonia’. Eunwoo played MJ in the Korean Drama “The best hit” (2017). In 2018, Cha EunWoo got his first lead role in JTBC's ""My ID is Gangnam Beauty"", playing Do Kyung Suk.",100
Chaebin,Choi Yubin,NATURE,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_chaebinn.png,https://kpopping.com/profiles/artist/5413-Chaebin,"Chaebin is a former Midas Entertainment trainee. She was also a participant on Produce 101, ranking 88th. She was a trainee for 5-6 years before debuting with Nature on August 3 2018 under N.CH World.",101
Chaehee,Ahn Chae Hee,GBB,https://www.instagram.com/gbb_chaehee/?hl=en,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_chaehee2.png,https://kpopping.com/profiles/artist/3003-Chaehee,Chaehee is a former member of Sol-T.,102
Chaejin,Chae Jin Seok,MYNAME,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Chaejin_default_silhouette.png,https://kpopping.com/profiles/artist/1079-Chaejin,Chaejin is a Korean Pop singer. He is a vocalist of the group MYNAME.,103
Chaejin,Kim Chae Jin,Laysha,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_chaejin.png,https://kpopping.com/profiles/artist/3399-Chaejin,,104
Chaekyung,Yoon Chaekyung,April,https://www.instagram.com/official.april/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/pose_pose(1).png,https://kpopping.com/profiles/artist/480-Chaekyung,"Chaekyung is a member of South Korean girl group April. She ranked 16th in Produce 101 Season 1. She participated in many projects such as KARA project, C.I.V.A project group, I.B.I project group.",105
Chaerin,Park Chaerin,Cherry Bullet,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Chaerin_default_silhouette.png,https://kpopping.com/profiles/artist/6808-Chaerin,,106
Chaesol,Moon Chae Sol,Good Day,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_chaesol.png,https://kpopping.com/profiles/artist/2361-Chaesol,"Chaesol is a member of girl group Good Day under C9
Entertainment. Chaesol was a former Fantagio trainee.",107
Chaewon,Kim Chae Won,S2,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_chaewon.png,https://kpopping.com/profiles/artist/2362-Chaewon,"Chaewon is a member of girl group S2 under Climix Entertainment. She is a former member of 2005 group SOREA Band as XOi, and 2011 group VNT as Tina.",108
Chaewon,Kim Chaewon,IZ*ONE,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_kim_chaewon_by_miyu_uyen_dcpndzt-fullview.png,https://kpopping.com/profiles/artist/5790-Chaewon,"Chaewon is a member of Korean Girlgroup IZ*ONE. She ranked #10 in Produce48 with 238,192 votes.",109
Chaewon,Kim Chae Won,April,https://www.instagram.com/chaeni_0824/?hl=en,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose(34).png,https://kpopping.com/profiles/artist/481-Chaewon,"Chaewon is a member of South Korean girl group April. She placed 4th place in KARA Project. Chaewon also made her acting debut in the web drama ""Reply Pyeongchang, 100°F” as the female lead character.",110
Chaeyeon,Jung Chae Yeon,"IOI, DIA",http://instagram.com/j_chaeyeoni,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_chaeyeon_3.png,https://kpopping.com/profiles/artist/277-Chaeyeon,"Jung Chae-yeon (born December 1, 1997), better known by the mononym Chaeyeon, is a South Korean singer and actress. She is best known for being a member of the South Korean girl group DIA, and for finishing 7th in the survival show Produce 101, making her a member of I.O.I.",111
Chaeyeon,Lee Chaeyeon,IZ*ONE,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_lee_chaeyeon_by_miyu_uyen_dcpne0g-pre(1).png,https://kpopping.com/profiles/artist/5792-Chaeyeon,"Chaeyeon is a member of Korean Girlgroup IZ*ONE. She ranked #12 in Produce48 with 221,273 votes.",112
Chaeyeon,Kim Chae Yeon,Busters,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose-chaeyeon.png,https://kpopping.com/profiles/artist/3257-Chaeyeon,Chaeyeon is a member of the girl group Busters.,113
Chaeyoung,Son Chae Young,Twice,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_Chaeyoung350x400(1).png,https://kpopping.com/profiles/artist/184-Chaeyoung,"Son Chae-young (채영) was born in Seoul, South Korea on April 23, 1999 (age 19). She is a South Korean singer under JYP Entertainment. She is a member of the girl group Twice and is the group's main rapper.
Chaeyoung attended a dance academy for about a year when she was a sixth grader. She joined the company after passing the audition on June 6, 2012. Prior to Sixteen, she appeared in the music video of Got7's ""Stop Stop It"" and miss A's ""Only You"".",114
Chaeyoung,Lee Chae-young,Fromis_9,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_516702.png,https://kpopping.com/profiles/artist/3012-Chaeyoung,"Chaeyoung is a member of girl group fromis_9. She ranked 4th in Idol School with 65,318 votes.",115
Chahee,Park Soo Young,Melody day,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_chahee.png,https://kpopping.com/profiles/artist/2360-Chahee,Chahee is a member of girl group Melody Day. She has sang over 100 OST’s. She was a participant in The Unit.,116
Chan,Kang Yoochan,"A.C.E, UNB",,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_chan.png,https://kpopping.com/profiles/artist/516-Chan,Chan is a singer under Beat Interactive and a member of the boy group A.C.E.,117
Chan,Heo Chan,VICTON,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_chan(1).png,https://kpopping.com/profiles/artist/1167-Chan,,118
Chan Young,unknown,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Chan_Young_default_silhouette.png,https://kpopping.com/profiles/artist/5198-Chan-Young,,119
Chandong,Lee Chan-dong,Vromance,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_chandong.png,https://kpopping.com/profiles/artist/600-Chandong,Chandong is a member of the boy group Vromance.,120
Chang Mo,Lee Chang Mo,AboutU,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Lee_Chang_Mo_default_silhouette.png,https://kpopping.com/profiles/artist/6245-Chang-Mo,Chang Mo is a member of the South Korean band AboutU.,121
Changbin,Seo Chang-bin,Stray Kids,https://www.instagram.com/realstraykids/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_changbinside.png,https://kpopping.com/profiles/artist/2632-Changbin,"Changbin is a member of the group Stray Kids, under JYP Entertainment. He is also part of the hip-hop rap unit 3RACHA with Stray Kids members Han and Bang Chan.",122
Changbum,Woo Changbum,"100%, Vermuda",https://www.instagram.com/c_bum1007/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_chb2.png,https://kpopping.com/profiles/artist/511-Changbum,Changbum is a former member of 100% and current leader of Vermuda.,123
Changhyun,Chae Changhyun,TREI,https://www.instagram.com/changhyun_iii/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Changhyun_default_silhouette.png,https://kpopping.com/profiles/artist/7015-Changhyun,Changhyun is a member of the South Korean group TREI.,124
Changjo,Choi Jong Hyun,Teen Top,https://www.instagram.com/t.changjo/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Changjo_default_silhouette.png,https://kpopping.com/profiles/artist/6973-Changjo,Changjo is a member of the South Korean boy group Teen Top.,125
Changmin,Lee Changmin,2AM,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_chng2.png,https://kpopping.com/profiles/artist/1798-Changmin,Lee Changmin (이창민) is a Korean Pop singer. He is a member of the group 2AM and the project duo HOMME.,126
Changmin,Shim Changmin,TVXQ,https://www.instagram.com/changmin88/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_chang.png,https://kpopping.com/profiles/artist/1496-Changmin,"He is part of the SM Entertainment duo TVXQ. He's
not just a singer, dancer, but he also participates on
musicals, dramas, movies and more.",127
Changsub,Lee Chang Sub,BTOB,https://www.instagram.com/lee_cs_btob/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_27086A4A-26BC-418A-A383-F1295703EF57.png,https://kpopping.com/profiles/artist/393-Changsub,"Lee Chang-sub (Hangul: 이창섭; born February 26, 1991) is a South Korean singer. He is the lead vocalist of the South Korean boy group, BtoB. Lee Changsub was born in Suwon, Gyeonggi-do, South Korea. He studied Practical Music at Howon University with group-mate Lim Hyunsik",128
Changsun,Lee Changsun,24K,https://www.instagram.com/24k_changsunny/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_changsun.png,https://kpopping.com/profiles/artist/401-Changsun,Changsun is a member of Korean Boygroup 24K (투포케이).,129
Changwoo,Joo Chang Woo,TROY,http://instagram.com/joochangwoo#,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Changwoo_default_silhouette.png,https://kpopping.com/profiles/artist/6971-Changwoo,Changwoo is a member of the south Korean boy group Troy.,130
Chanhee,Lee Chanhee,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Chanhee_default_silhouette.png,https://kpopping.com/profiles/artist/1882-Chanhee,Chanhee was a member of the group A.Cian.,131
Chanhyuk,Lee Chanhyuk,Akdong Musician,https://www.instagram.com/akmuchanhk/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_chanhyuk.png,https://kpopping.com/profiles/artist/477-Chanhyuk,"Chanhyuk is part of AKMU with her sister. He won
(along with his sister) Kpop Star season 2. He is the
composer of all AKMU’s songs. He plays the guitar. He,
along with his parents and sister Soohyun lived in
Mongolia for two years prior to competing in the second
season of the K-Pop Star series. While they were in
Mongolia the family struggled financially, that’s why they
had to give up to school and began to be homeschooled.",132
Chani,Kang Chanhee,SF9,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_chani.png,https://kpopping.com/profiles/artist/572-Chani,Cha Ni is a Korean pop singer and actor. He is a member of the group SF9.,133
Chanmi,Kim Chan Mi,AOA,http://instagram.com/chanmi_96a,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Chanmi_Pose_squarechanmi.png,https://kpopping.com/profiles/artist/80-Chanmi,"Chanmi (찬미) is a Korean pop singer. She is the sub vocalist, rapper, main dancer, and maknae for the group AOA.",134
Chansung,Hwang Chan Sung,2PM,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_chansung.png,https://kpopping.com/profiles/artist/1764-Chansung,Chansung is a Korean Pop singer and actor. He is a member of the group 2PM.,135
Chanwoo,Jung Chanwoo,iKON,https://www.instagram.com/chan_w000/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_chanwoo.png,https://kpopping.com/profiles/artist/1549-Chanwoo,"Chanwoo is a member of iKON and he is
the only member that also acts. He was the
teenager Lee Min Ho on the hit drama ""The
Heirs"".",136
Chanyeol,Park Chan-yeol,EXO,https://www.instagram.com/real__pcy/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Chanyeol_Pose_chanyeol.png,https://kpopping.com/profiles/artist/214-Chanyeol,"Park Chan-yeol better known by the
mononym Chanyeol, is a South Korean
rapper, singer, songwriter and actor. He
debuted in 2012 as a member of the South
Korean-Chinese boy group EXO and its sub-
unit EXO-K.He covers a lot of songs and
posted it either to his SoundCloud account
or a snippet in his Instagram.He calls
himself as the reverse voice meaning his
baby face visual is the opposite with his set
of deep voice.",137
